"","Country area or territory","Surveillance site type","Year-week (ISO 8601 calendar)","Week start date (ISO 8601 calendar)","Specimen tested","Influenza positive","Influenza negative","A (H1N1)pdm09","A (H3)","A not subtyped","B (Victoria)","B (Yamagata)","B (lineage not determined)"
"681","Norway","Sentinel","2017-48",2017-11-27,15,2,13,0,1,0,0,1,0
"682","Norway","Sentinel","2017-49",2017-12-04,16,3,13,0,0,2,0,1,0
"683","Norway","Sentinel","2017-50",2017-12-11,17,6,11,0,2,0,0,4,0
"684","Norway","Sentinel","2017-51",2017-12-18,25,12,13,2,3,0,0,7,0
"685","Norway","Sentinel","2017-52",2017-12-25,12,7,5,0,2,0,0,5,0
"686","Norway","Sentinel","2018-01",2018-01-01,40,17,23,2,2,0,0,13,0
"687","Norway","Sentinel","2018-02",2018-01-08,24,18,6,0,3,0,1,14,0
"688","Norway","Sentinel","2018-03",2018-01-15,29,17,12,1,2,0,2,12,0
"689","Norway","Sentinel","2018-04",2018-01-22,17,12,5,1,4,0,0,7,0
"690","Norway","Sentinel","2018-05",2018-01-29,19,11,8,1,1,0,2,6,1
"691","Norway","Sentinel","2018-06",2018-02-05,16,10,6,0,3,0,0,7,0
"692","Norway","Sentinel","2018-07",2018-02-12,25,17,8,0,4,0,1,12,0
"693","Norway","Sentinel","2018-08",2018-02-19,20,19,1,1,4,0,0,13,1
"694","Norway","Sentinel","2018-09",2018-02-26,14,9,5,2,0,0,0,6,1
"695","Norway","Sentinel","2018-10",2018-03-05,14,7,7,1,4,0,0,2,0
"696","Norway","Sentinel","2018-11",2018-03-12,5,3,2,0,0,0,0,3,0
"697","Norway","Sentinel","2018-12",2018-03-19,6,2,4,0,1,0,0,1,0
"698","Norway","Sentinel","2018-13",2018-03-26,0,0,0,0,0,0,0,0,0
"699","Norway","Sentinel","2018-14",2018-04-02,1,0,1,0,0,0,0,0,0
"700","Norway","Sentinel","2018-15",2018-04-09,0,0,0,0,0,0,0,0,0
"701","Norway","Sentinel","2018-16",2018-04-16,1,0,1,0,0,0,0,0,0
"702","Norway","Sentinel","2018-17",2018-04-23,0,0,0,0,0,0,0,0,0
"703","Norway","Sentinel","2018-18",2018-04-30,0,0,0,0,0,0,0,0,0
"704","Norway","Sentinel","2018-19",2018-05-07,0,0,0,0,0,0,0,0,0
"705","Norway","Sentinel","2018-20",2018-05-14,0,0,0,0,0,0,0,0,0
"706","Norway","Sentinel","2018-21",2018-05-21,1,0,1,0,0,0,0,0,0
"707","Norway","Sentinel","2018-22",2018-05-28,0,0,0,0,0,0,0,0,0
"708","Norway","Sentinel","2018-23",2018-06-04,0,0,0,0,0,0,0,0,0
"709","Norway","Sentinel","2018-24",2018-06-11,0,0,0,0,0,0,0,0,0
"710","Norway","Sentinel","2018-25",2018-06-18,0,0,0,0,0,0,0,0,0
"711","Norway","Sentinel","2018-26",2018-06-25,0,0,0,0,0,0,0,0,0
"712","Norway","Sentinel","2018-27",2018-07-02,0,0,0,0,0,0,0,0,0
"713","Norway","Sentinel","2018-28",2018-07-09,0,0,0,0,0,0,0,0,0
"714","Norway","Sentinel","2018-29",2018-07-16,0,0,0,0,0,0,0,0,0
"715","Norway","Sentinel","2018-30",2018-07-23,0,0,0,0,0,0,0,0,0
"716","Norway","Sentinel","2018-31",2018-07-30,0,0,0,0,0,0,0,0,0
"717","Norway","Sentinel","2018-32",2018-08-06,0,0,0,0,0,0,0,0,0
"718","Norway","Sentinel","2018-33",2018-08-13,0,0,0,0,0,0,0,0,0
"719","Norway","Sentinel","2018-34",2018-08-20,0,0,0,0,0,0,0,0,0
"720","Norway","Sentinel","2018-35",2018-08-27,0,0,0,0,0,0,0,0,0
"721","Norway","Sentinel","2018-36",2018-09-03,0,0,0,0,0,0,0,0,0
"722","Norway","Sentinel","2018-37",2018-09-10,0,0,0,0,0,0,0,0,0
"723","Norway","Sentinel","2018-38",2018-09-17,0,0,0,0,0,0,0,0,0
"724","Norway","Sentinel","2018-39",2018-09-24,0,0,0,0,0,0,0,0,0
"725","Norway","Sentinel","2018-40",2018-10-01,3,0,3,0,0,0,0,0,0
"726","Norway","Sentinel","2018-41",2018-10-08,8,0,8,0,0,0,0,0,0
"727","Norway","Sentinel","2018-42",2018-10-15,5,0,5,0,0,0,0,0,0
"728","Norway","Sentinel","2018-43",2018-10-22,4,0,4,0,0,0,0,0,0
"729","Norway","Sentinel","2018-44",2018-10-29,8,1,7,1,0,0,0,0,0
"730","Norway","Sentinel","2018-45",2018-11-05,12,2,10,2,0,0,0,0,0
"731","Norway","Sentinel","2018-46",2018-11-12,12,2,10,2,0,0,0,0,0
"732","Norway","Sentinel","2018-47",2018-11-19,9,0,9,0,0,0,0,0,0
"733","Norway","Sentinel","2018-48",2018-11-26,8,3,5,3,0,0,0,0,0
"734","Norway","Sentinel","2018-49",2018-12-03,12,3,9,3,0,0,0,0,0
"735","Norway","Sentinel","2018-50",2018-12-10,13,4,9,2,1,1,0,0,0
"736","Norway","Sentinel","2018-51",2018-12-17,19,5,14,4,1,0,0,0,0
"737","Norway","Sentinel","2018-52",2018-12-24,11,9,2,9,0,0,0,0,0
"738","Norway","Sentinel","2019-01",2018-12-31,16,8,8,8,0,0,0,0,0
"739","Norway","Sentinel","2019-02",2019-01-07,27,11,16,11,0,0,0,0,0
"740","Norway","Sentinel","2019-03",2019-01-14,22,10,12,7,2,1,0,0,0
"741","Norway","Sentinel","2019-04",2019-01-21,21,15,6,10,5,0,0,0,0
"742","Norway","Sentinel","2019-05",2019-01-28,18,16,2,14,2,0,0,0,0
"743","Norway","Sentinel","2019-06",2019-02-04,26,12,14,10,2,0,0,0,0
"744","Norway","Sentinel","2019-07",2019-02-11,42,29,13,25,4,0,0,0,0
"745","Norway","Sentinel","2019-08",2019-02-18,26,17,9,9,8,0,0,0,0
"746","Norway","Sentinel","2019-09",2019-02-25,13,12,1,9,3,0,0,0,0
"747","Norway","Sentinel","2019-10",2019-03-04,20,10,10,5,5,0,0,0,0
"748","Norway","Sentinel","2019-11",2019-03-11,5,3,2,0,3,0,0,0,0
"749","Norway","Sentinel","2019-12",2019-03-18,7,4,3,3,1,0,0,0,0
"750","Norway","Sentinel","2019-13",2019-03-25,4,3,1,0,3,0,0,0,0
"751","Norway","Sentinel","2019-14",2019-04-01,2,2,0,0,2,0,0,0,0
"752","Norway","Sentinel","2019-15",2019-04-08,3,2,1,0,2,0,0,0,0
"753","Norway","Sentinel","2019-16",2019-04-15,0,0,0,0,0,0,0,0,0
"754","Norway","Sentinel","2019-17",2019-04-22,1,1,0,0,1,0,0,0,0
"755","Norway","Sentinel","2019-18",2019-04-29,0,0,0,0,0,0,0,0,0
"756","Norway","Sentinel","2019-19",2019-05-06,2,0,2,0,0,0,0,0,0
"757","Norway","Sentinel","2019-20",2019-05-13,2,1,1,0,1,0,0,0,0
"758","Norway","Sentinel","2019-21",2019-05-20,1,0,1,0,0,0,0,0,0
"759","Norway","Sentinel","2019-22",2019-05-27,0,0,0,0,0,0,0,0,0
"760","Norway","Sentinel","2019-23",2019-06-03,0,0,0,0,0,0,0,0,0
"761","Norway","Sentinel","2019-24",2019-06-10,0,0,0,0,0,0,0,0,0
"762","Norway","Sentinel","2019-25",2019-06-17,0,0,0,0,0,0,0,0,0
"763","Norway","Sentinel","2019-26",2019-06-24,0,0,0,0,0,0,0,0,0
"764","Norway","Sentinel","2019-27",2019-07-01,0,0,0,0,0,0,0,0,0
"765","Norway","Sentinel","2019-28",2019-07-08,0,0,0,0,0,0,0,0,0
"766","Norway","Sentinel","2019-29",2019-07-15,0,0,0,0,0,0,0,0,0
"767","Norway","Sentinel","2019-30",2019-07-22,0,0,0,0,0,0,0,0,0
"768","Norway","Sentinel","2019-31",2019-07-29,0,0,0,0,0,0,0,0,0
"769","Norway","Sentinel","2019-32",2019-08-05,0,0,0,0,0,0,0,0,0
"770","Norway","Sentinel","2019-33",2019-08-12,0,0,0,0,0,0,0,0,0
"771","Norway","Sentinel","2019-34",2019-08-19,0,0,0,0,0,0,0,0,0
"772","Norway","Sentinel","2019-35",2019-08-26,0,0,0,0,0,0,0,0,0
"773","Norway","Sentinel","2019-36",2019-09-02,0,0,0,0,0,0,0,0,0
"774","Norway","Sentinel","2019-37",2019-09-09,1,0,1,0,0,0,0,0,0
"775","Norway","Sentinel","2019-38",2019-09-16,0,0,0,0,0,0,0,0,0
"776","Norway","Sentinel","2019-39",2019-09-23,0,0,0,0,0,0,0,0,0
"777","Norway","Sentinel","2019-40",2019-09-30,0,0,0,0,0,0,0,0,0
"778","Norway","Sentinel","2019-41",2019-10-07,2,0,2,0,0,0,0,0,0
"779","Norway","Sentinel","2019-42",2019-10-14,4,0,4,0,0,0,0,0,0
"780","Norway","Sentinel","2019-43",2019-10-21,6,1,5,0,1,0,0,0,0
"781","Norway","Sentinel","2019-44",2019-10-28,9,0,9,0,0,0,0,0,0
"782","Norway","Sentinel","2019-45",2019-11-04,8,0,8,0,0,0,0,0,0
"783","Norway","Sentinel","2019-46",2019-11-11,9,1,8,0,1,0,0,0,0
"784","Norway","Sentinel","2019-47",2019-11-18,13,1,12,0,1,0,0,0,0
"785","Norway","Sentinel","2019-48",2019-11-25,11,5,6,1,2,1,1,0,0
"786","Norway","Sentinel","2019-49",2019-12-02,14,4,10,0,1,0,2,1,0
"787","Norway","Sentinel","2019-50",2019-12-09,15,5,10,2,3,0,0,0,0
"788","Norway","Sentinel","2019-51",2019-12-16,10,4,6,1,1,0,1,1,0
"789","Norway","Sentinel","2019-52",2019-12-23,3,1,2,0,0,0,1,0,0
"790","Norway","Sentinel","2020-01",2019-12-30,19,6,13,1,2,0,1,1,1
